,Date,Tweet_id,Verified,Tweet,User,Location,Source,Likes,Followers,Following,Retweets
2487,2020-07-21 04:09:01,1285426530789670912,False,"RT @AttorneyCrump: Dear Kanye, a Black history textbook is in the mail. Read it, then learn to respect Harriet Tubman’s legacy. #kanyewest…",realKristaP,"Lafayette, CO",Twitter for iPad,0,80,508,3777
2488,2020-07-21 04:08:54,1285426502583164929,False,"RT @keepgrinding914: Here’s Kanye crying and screaming “I almost killed my daughter.”

#KanyeWest 
https://t.co/NT3t5tStW3",44_seeker,,Twitter for iPhone,0,1,13,309
2489,2020-07-21 04:08:46,1285426468517031936,False,"RT @EpochTimes: “Kanye West did not submit a petition” before the 12 p.m. deadline.

Rapper #KanyeWest missed the deadline to get onto #Sou…",Melrpell,Western NC mountains,Twitter for iPhone,0,32896,32642,57
2490,2020-07-21 04:08:40,1285426443959152640,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,georgeoswald760,"Indio, CA",Twitter for iPhone,0,166,164,395
2491,2020-07-21 04:08:39,1285426437386895361,False,RT @treymarley22: BREAKING NEWS!!!! Kim Kardashian turns into spider man. After being asked about #KanyeWest 💀💀 https://t.co/rDrCceI4Qv,sondra_watkins,United States,Twitter for iPhone,0,632,3053,5
2492,2020-07-21 04:08:36,1285426425210843143,False,Yooooo somebody help @kanyewest please #KanyeWest #getout #DontGetMeWrong https://t.co/Ppv0p7VoVd,StrawHatSubie,,Twitter for iPhone,0,9,19,0
2493,2020-07-21 04:08:32,1285426409800859648,False,"Checking out ""#KanyeWest runs for President leaves Black Politics with cost ot"" on The Brooklynne Networks: https://t.co/oNUBkuWCII",brooklynneinfo,Brooklyn NYC,Twitter for Android,0,645,1525,0
2494,2020-07-21 04:08:28,1285426392809734149,False,"RT @Traitor_Warrior: Damn!!! #KanyeWest is off the deep end and it’s going on right now on Twitter! He really needs professional help, he’s…",SusanHaag13,"California, USA",Twitter for Android,0,268,620,6
2495,2020-07-21 04:08:28,1285426392281358338,False,"RT @RealDrRusty: FUN POLL! 

How would you best describe #KanyeWest",PatriotsArmy2,HellHounds M.C,Twitter for Android,0,5748,5923,11
2496,2020-07-21 04:08:17,1285426345078476800,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,postblocksyndro,Australia,Twitter for iPad,0,135,1292,395
2497,2020-07-21 04:08:15,1285426335112781824,False,Kim loves fame more than she loves Kanye.. #KanyeWest,SunkissedAmaa,"Los Angeles, CA",Twitter Web App,2,119,114,0
2498,2020-07-21 04:08:10,1285426316951642112,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,raygats_dj,"New York, USA",Twitter for iPhone,0,250,185,395
2499,2020-07-21 04:08:07,1285426301667598336,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,ashleyweirsays,United States,Twitter for iPhone,0,414,347,395
2500,2020-07-21 04:07:55,1285426254674616320,False,Y’all are trippin if you think #KanyeWest is serious right now. Just stop. Think about it. Think about it again. Di… https://t.co/iT4dzTeqTh,TrixiKiddo8717,"Buffalo, NY",Twitter for iPhone,0,26,347,0
2501,2020-07-21 04:07:49,1285426226811801605,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,tfekula,,Twitter for Android,0,17,26,395
2502,2020-07-21 04:07:45,1285426209854312448,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,floppyDisc1980,🥶,Twitter for iPhone,0,349,631,395
2503,2020-07-21 04:07:39,1285426184805691392,False,Does people still buy @kanyewest’s music? 😬 #KanyeWest,GayAmongYou,"Scottsdale, AZ",Twitter for iPhone,0,195,367,0
2504,2020-07-21 04:07:39,1285426184092819458,False,"RT @closingthebox: We all knew the Kardashians fetishized black men and appropriated black culture, but this goes deeper than that. #KanyeW…",lexuchiha,954 🌴,Twitter for iPhone,0,9351,4920,37
2505,2020-07-21 04:07:34,1285426165994393601,False,Black people are the same people talking about help our mentally ill black men but when presented with one… https://t.co/WVUwJlNo65,Darkndlovlee,,Twitter for iPhone,1,1,5,0
2506,2020-07-21 04:07:30,1285426148751675392,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,simply_syntyche,,Twitter for iPhone,0,311,386,395
2507,2020-07-21 04:07:30,1285426147052990465,False,What's the point of deleting tweets that thousands of people have screenshot? I never understood it. #KanyeWest https://t.co/B0ayFVz1K0,PodRandomly,In front of the mic,Twitter for Android,1,58,26,0
2508,2020-07-21 04:07:24,1285426122822426625,False,I don’t think #KanyeWest should have a mobile phone right now 🤯,melaniesmith___,Scotland,Twitter for iPhone,0,229,591,0
2509,2020-07-21 04:07:19,1285426102647746561,False,"RT @rcbchampion: It hurts to see the crowd ridicule Kanye for going “crazy” when he’s clearly going through a bipolar episode, he feels tra…",DawsonBuckholz2,,Twitter for iPhone,0,10,44,1
2510,2020-07-21 04:07:18,1285426096184406017,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,AOalphamale,"Washington, DC",Twitter for iPhone,0,120,108,395
2511,2020-07-21 04:07:16,1285426087875534848,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,ERichthaGreat,,Twitter for iPhone,0,18,110,395
2512,2020-07-21 04:07:11,1285426070083248132,False,RT @THR: #KanyeWest held his first campaign event in South Carolina on Sunday night https://t.co/ByeBgpgat6,DestanieDillard,,Twitter for Android,0,73,751,9
2513,2020-07-21 04:07:05,1285426043696734208,False,Let’s remind ourselves why we love #KanyeWest . What’s your favorite Kanye song ? #WeLoveYouKanye,luluuurdz,"Los Angeles, CA",Twitter for iPhone,0,4,140,0
2514,2020-07-21 04:07:01,1285426025824948224,False,#KanyeWest was wrong on every level to drag his daughter’s name in his mess...Kids shouldn’t have to be involved in… https://t.co/0XYufginqH,Dee_okwara,"Nairobi,Kenya",Twitter for iPhone,0,676,386,0
2515,2020-07-21 04:06:57,1285426010322661377,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,DafuckChuck,"Newport, OR",Twitter for iPhone,0,244,120,395
2516,2020-07-21 04:06:56,1285426006392745984,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,dvrk0v3r,,Twitter for Android,0,9,168,395
2517,2020-07-21 04:06:56,1285426004933001219,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,Creative_ive,"San Diego, CA",Twitter for Android,0,446,2142,395
2518,2020-07-21 04:06:54,1285425997957890049,False,Are you bold enough or strong enough to do the same? What yall got? What changes can you make? What can you bring t… https://t.co/gZPv7q0wEN,UjasiriTr3,California,Twitter for iPhone,0,300,205,0
2519,2020-07-21 04:06:47,1285425966970310656,False,"They pushed the button on the tech to soon, they haven't worked out the kinks. Cause they spilling all the business… https://t.co/OFkuORNF2V",immaspeakonit,"California, USA",Twitter for Android,0,420,791,0
2520,2020-07-21 04:06:33,1285425907260432386,False,The #Kanye2020 campaign will likely NOT happen due to his lack of preparedness and erratic announcement in a tweet… https://t.co/Y2p8B1Uvxk,iamchanteezy,"New York, NY",Twitter for iPhone,0,1283,1269,0
2521,2020-07-21 04:06:22,1285425863253725185,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,KoladeBoboye,,Twitter for iPhone,0,141,110,395
2522,2020-07-21 04:06:22,1285425861232074752,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,pinkmirror0,,Twitter for Android,0,0,38,395
2523,2020-07-21 04:06:19,1285425850880589824,False,RT @OfficialIssagha: I like some of Kanye’s songs. What the fuck does he know about being president 😭 #KanyeWest https://t.co/0nserFIfbk,FarrukJ,"Toronto, Ontario",Twitter for iPhone,0,254,1057,57
2524,2020-07-21 04:06:19,1285425848619868160,False,RT @liciababyee: The Kardashian's publicist after Kanye's speech... #KanyeWest https://t.co/Cf8FRHHaH1,GenesisMoraga_,,Twitter for iPhone,0,875,774,143
2525,2020-07-21 04:06:18,1285425847344783361,False,RT @THR: #KanyeWest held his first campaign event in South Carolina on Sunday night https://t.co/ByeBgpgat6,RST12TGCUSCM,Asexual Greyromantic,Twitter for iPhone,0,613,1505,9
2526,2020-07-21 04:06:17,1285425841904787457,False,RT @THR: #KanyeWest held his first campaign event in South Carolina on Sunday night https://t.co/ByeBgpgat6,fredofca,,Twitter Web App,0,820,4998,9
2527,2020-07-21 04:06:15,1285425835109826561,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,Nickthasick,,Twitter for iPhone,0,274,392,395
2528,2020-07-21 04:06:14,1285425831595188224,False,"The Kardashins after Kanye is going crazy:
The Public: Mine mine mine mine mine
The Kardashins: Oh f(bleep!)k!… https://t.co/8LGf4nX3C9",yannick_yim,,Twitter for iPhone,0,184,2812,0
2529,2020-07-21 04:06:14,1285425830060056577,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,TheSthabzin,Landless ,Twitter Web App,0,270,848,395
2530,2020-07-21 04:06:10,1285425814096543746,False,RT @JawnMurray: Dear @KimKardashian: Your husband Kanye’s episode in South Carolina is beyond disturbing! His outburst about almost killing…,TanaFennell,"Whitehorse, Yukon",Twitter for iPhone,0,71,406,780
2531,2020-07-21 04:06:10,1285425811714125824,False,RT @treymarley22: The Kardashian’s avoiding the press when they mention #KanyeWest 💀 https://t.co/4Ip3njxRtc,latoya_slaton,,Twitter for iPhone,0,32,642,250
2532,2020-07-21 04:06:07,1285425800448299008,False,"I Think Kim Kardashian-West Needs To Get @kanyewest Locked-Up Before Ye Gets Himself Locked-Up! 🤔🔒👨🏾‍💼🇺🇲🗳
#KimKardashian #KanyeWest",Damo_McGregor,United Kingdom,Twitter for Android,0,1550,4230,0
2533,2020-07-21 04:06:05,1285425791879151616,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,YohJudy,"Realville, USA",Twitter for iPhone,0,4679,5138,395
2534,2020-07-21 04:06:05,1285425791610818560,False,When you’re so bored you have fun watching the trainwreck @kanyewest  #KanyeWest #Quarantine #QuarantineWatchParty https://t.co/5W6s7APA1w,itsnadiadawn,"HOLLYWOOD, TORONTO",Twitter for iPhone,1,19060,328,0
2535,2020-07-21 04:06:05,1285425790247632898,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,Steel4F,"East Point, Ga ",Twitter for Android,0,974,972,395
2536,2020-07-21 04:06:04,1285425787395543042,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,theecoldboy,Brookyln,Twitter for iPhone,0,274,127,395
2537,2020-07-21 04:06:03,1285425785088679936,False,#KanyeWest #Kardashian I dont understand why the Kardashians are catching the heat here..Kanye been bugging for abo… https://t.co/iTqeAQIpSG,yo_rashad,,Twitter Web App,1,233,291,0
2538,2020-07-21 04:06:01,1285425775307567104,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,RashellRoc,Garden State ✈️ FL,Twitter for iPhone,0,1517,438,395
2539,2020-07-21 04:05:57,1285425759365017600,False,"RT @Traitor_Warrior: Damn!!! #KanyeWest is off the deep end and it’s going on right now on Twitter! He really needs professional help, he’s…",tomdwyer744,Belong  to the Streets ,Twitter for Android,0,1663,1986,6
2540,2020-07-21 04:05:51,1285425733691736064,False,All jokes aside.. somebody needs to get Kanye help. And fast. #KanyeWest #Kanye @kanyewest,BrittniHulling1,,Twitter for Android,0,69,73,0
2541,2020-07-21 04:05:44,1285425702041460738,False,RT @Justin12393LEE: @kanyewest Kanye West getting mad at his first campaign event LOL #KanyeWest #kanye2020 https://t.co/6uFcthImAn,MsMaryJanePR,"West Hollywood, CA",Twitter for Android,0,353,2082,258
2542,2020-07-21 04:05:40,1285425685096312832,False,"RT @E_NightlyPop: I have no tolerance for anybody give Kim s*** for #KanyeWest 's actions! She is not responsible for him, he is a grown ma…",Rossy_jane,"Seattle,WA☔️Obregon,SON🌵🌞",Twitter for iPhone,0,120,247,11
2543,2020-07-21 04:05:38,1285425677240426496,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,jerbear951,"Riverside, CA",Twitter for Android,0,51,68,395
2544,2020-07-21 04:05:33,1285425658915631104,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,IAmMaryKay03,"New York, NY",Twitter for iPhone,0,26,81,395
2545,2020-07-21 04:05:19,1285425597167149056,False,"RT @AttorneyCrump: Dear Kanye, a Black history textbook is in the mail. Read it, then learn to respect Harriet Tubman’s legacy. #kanyewest…",sangelajohnson,rochester ny,Twitter for iPhone,0,20,90,3777
2546,2020-07-21 04:05:18,1285425595908788226,False,"#KanyeWest Launches Presidential Bid With Chaotic Rally
Hip-hop mogul slams abortion during impassioned speech
https://t.co/curWrRADlE",mlw975,"Robinson, TX",Twitter Web App,0,810,2240,0
2547,2020-07-21 04:05:18,1285425593429958656,False,All of Twitter waiting for Kanye’s next tweet #KanyeWest https://t.co/ogAtDSnIm8,nocapkylie,,Twitter for iPhone,7,18,38,0
2548,2020-07-21 04:05:18,1285425592779911169,False,"RT @louuuyoung: KANYE WEST AKA SHLANYE WEST PRESIDENTIAL CAMPAIGN IN BALTIMORE, MD‼️😂😂😂😂 #KanyeWest #baltimore #comedy #retweet #happymonda…",LamboAaron,DMV ,Twitter for iPhone,0,602,464,50
2549,2020-07-21 04:05:10,1285425559120601088,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,fuckshay,philly,Twitter for iPhone,0,703,135,395
2550,2020-07-21 04:05:08,1285425551768014849,False,"RT @TallB14: She killed it😂🤣😂
#KimKardashian #KanyeWest https://t.co/wqHJON4Gui",stephgotbandzzz,,Twitter Web App,0,2,3,162
2551,2020-07-21 04:05:07,1285425547900858369,False,RT @JawnMurray: Very painful watching Kanye West's manic episode play out in real time on Twitter &amp; being the top trending story; yet I've…,27venamc,,Twitter Web App,0,175,407,52
2552,2020-07-21 04:05:02,1285425529076629504,True,Wow!! @ZakBurnsFM @EllenTailor and I had an in-depth convo about #Kanye tonight and the timing couldn’t have been a… https://t.co/0mDudIyIys,terryhollimon,Everywhere,Twitter for iPhone,6,6312,1648,0
2553,2020-07-21 04:05:02,1285425528896253953,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,vidaca_elena,"Stockton, California ",Twitter for iPhone,0,19,352,395
2554,2020-07-21 04:05:00,1285425518544859137,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,SangaTembo,🇿🇲,Twitter for Android,0,8209,4546,395
2555,2020-07-21 04:04:57,1285425507778072579,False,@cassiusroch Y'all gonna keep that same energy the next time Azealia Banks goes on one of her rants? Or Amanda Byne… https://t.co/hykRqZZPpY,annieLeBananie,Tellus,Twitter Web App,26,212,64,0
2556,2020-07-21 04:04:57,1285425506867916803,False,RT @AbmJrock: The truth is #KanyeWest Aint Been Same Since His Mom Died He Needs A Sit Down 🪑 And A Way To Treat His Mental Issues We Watch…,katdoug6,,Twitter for Android,0,139,112,1
2557,2020-07-21 04:04:56,1285425504284270592,False,RT @only_hara: Me trying to figure out what Halle Berry and Jennifer Lawrence have to do with this.... #KanyeWest #calmye https://t.co/gQqI…,DamnDidHeReally,Under your skin,Twitter for iPhone,0,2026,3000,9
2558,2020-07-21 04:04:49,1285425474592702464,False,"RT @keepgrinding914: Here’s Kanye crying and screaming “I almost killed my daughter.”

#KanyeWest 
https://t.co/NT3t5tStW3",YaUsedToKnow,Trump Country,Twitter for iPhone,0,4260,4474,309
2559,2020-07-21 04:04:33,1285425407412576256,False,Ong if you still support Kanye after what he’s done you’re either a sheep who blindly supports someone due to stard… https://t.co/Q0Th8zO2Dm,yannabanna2,"Maryland, USA",Twitter for iPhone,0,12,260,0
2560,2020-07-21 04:04:29,1285425387401433090,False,I'd vote for #KanyeWest before I'd vote for #Biden,shadowban_d,California,Twitter Web App,0,1922,2108,0
2561,2020-07-21 04:04:23,1285425363397443585,False,RT @THR: #KanyeWest held his first campaign event in South Carolina on Sunday night https://t.co/ByeBgpgat6,mf711766,,Twitter for iPhone,0,1148,916,9
2562,2020-07-21 04:04:21,1285425355763974145,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,shawncorleone_,"Savannah, GA",Twitter Web App,0,25,95,395
2563,2020-07-21 04:04:16,1285425335966683136,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,Chely_Forever22,,Twitter for iPhone,0,115,112,395
2564,2020-07-21 04:04:16,1285425332644835330,False,"RT @ajaykumar_39: A new #RahulGandhi in the making. (@KimKardashian) Ma'am, take him to a professional as he is in need. #KanyeWest needs h…",priti9430,"Ahmadabad City, India",Twitter for Android,0,8,102,1
2565,2020-07-21 04:04:14,1285425328291102720,False,RT @sister_lia: We all know #KanyeWest is a little crazy. But #BreonnaTaylor wasn’t and the cops that killed her are still free. No justice…,cchanthavisouk,Your Dads brand new benz,Twitter for iPhone,0,305,856,1
2566,2020-07-21 04:04:14,1285425327632601088,False,RT @AsiaTay: He said what he said!!! #WAYFAIRGATE #coronavirus #NoMasks #NoVaccine #COVID19 #Epstein #adrenochome #KanyeWest https://t.co/6…,saraaxo__,CSUSB,Twitter for iPhone,0,142,124,257
2567,2020-07-21 04:04:11,1285425315594944512,False,RT @WORLDSTAR: #KanyeWest had this to say about Harriet Tubman during his rally in South Carolina today... 😳 🎥 (IG: Toi_Island) https://t.c…,JazzLeo24,,Twitter for iPhone,0,5,75,708
2568,2020-07-21 04:04:08,1285425302454206464,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,itsjamilah__,"Los Angeles, CA",Twitter for iPhone,0,421,329,395
2569,2020-07-21 04:04:08,1285425302190133248,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,FrazierChico,,Twitter for Android,0,648,171,395
2570,2020-07-21 04:04:05,1285425287128383494,False,RT @Justin12393LEE: @kanyewest Kanye West getting mad at his first campaign event LOL #KanyeWest #kanye2020 https://t.co/6uFcthImAn,_winprosper,"Nuevo Arraiján, Panama",Twitter for iPhone,0,1215,1247,258
2571,2020-07-21 04:04:03,1285425281520599040,True,#KanyeWest held his first campaign event in South Carolina on Sunday night https://t.co/ByeBgpgat6,THR,"Hollywood, CA",SocialFlow,37,3234635,2762,9
2572,2020-07-21 04:04:02,1285425278077083650,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,liliaanna__,,Twitter for iPhone,0,202,153,395
2573,2020-07-21 04:04:02,1285425278001479680,False,@kanyewest I can’t believe what you’re going through but you have my support. You’re a legend and I love you. Don’t… https://t.co/1ipnh27qtw,ElijahTheDonkey,"Malmö, Sverige",Twitter for iPhone,0,101,198,0
2574,2020-07-21 04:04:02,1285425277640699904,False,Sounds like he was successfully redirected. Please stay that way. #KanyeWest https://t.co/goAY0mIW6c,ThePashaB,Los Angeles,Twitter for Android,0,443,295,0
2575,2020-07-21 04:04:00,1285425267733934080,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,Rayagun19,DMV,Twitter for iPhone,0,228,705,395
2576,2020-07-21 04:03:59,1285425263270977536,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,wordsbyrae,"San Francisco, CA",Twitter Web App,0,306,237,395
2577,2020-07-21 04:03:58,1285425259613769728,False,"RT @OTDIHHH: #OnThisDateInHipHop, if #KanyeWest's twitter feed was a person right now.
---
--
-
--
---
--
-
#rap #rapper #90shiphop #90s #9…",wizebrains1,,Retweet and comment,0,139,1,1
2578,2020-07-21 04:03:56,1285425250054877186,False,"RT @TallB14: She killed it😂🤣😂
#KimKardashian #KanyeWest https://t.co/wqHJON4Gui",soft_n_fulffy,Earth,Twitter for iPhone,0,351,499,162
2579,2020-07-21 04:03:53,1285425238759682050,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,tvnkth,NYC,Twitter for iPhone,0,1037,1010,395
2580,2020-07-21 04:03:53,1285425236939333633,False,"If I were @DonaldJTrumpJr I'd be out there saying ""Once Kanye started speaking out against abortion, they smeared h… https://t.co/9QLYf358eI",AskedEtAnswered,US,Twitter for Android,3,753,2441,1
2581,2020-07-21 04:03:52,1285425233919434752,False,Order your Kanye West Yeezy straight jacket and mask combo now for only $1999.99!!!! #KanyeWest,topherChriiis,"Brownsville, TX",Twitter for iPhone,0,59,391,0
2582,2020-07-21 04:03:47,1285425213774192640,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,cryptocaesar2,,Twitter for iPhone,0,11,58,395
2583,2020-07-21 04:03:46,1285425206790623233,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,Suave_Soap,Market of Hay,Twitter for iPhone,0,2052,1479,395
2584,2020-07-21 04:03:45,1285425204622249989,False,RT @Justin12393LEE: @kanyewest Kanye West getting mad at his first campaign event LOL #KanyeWest #kanye2020 https://t.co/6uFcthImAn,BigJay_102,"Chicago, IL",Twitter for iPhone,0,316,133,258
2585,2020-07-21 04:03:44,1285425199748390912,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,yanyan25o,jamaica,Twitter for Android,0,52,59,395
2586,2020-07-21 04:03:30,1285425143368613889,False,Yeahh dude is going crazy #KanyeWest he just needs help,mema_red03,New Jersey Baby ,Twitter for Android,1,273,498,0
2587,2020-07-21 04:03:29,1285425136385089537,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,JuJean93,,Twitter for Android,0,145,250,395
2588,2020-07-21 04:03:25,1285425119922446336,False,"RT @AttorneyCrump: Dear Kanye, a Black history textbook is in the mail. Read it, then learn to respect Harriet Tubman’s legacy. #kanyewest…",playsaxes,,Twitter for Android,0,9,42,3777
2589,2020-07-21 04:03:11,1285425063685058561,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,TheHalfbreed4,,Twitter for Android,0,6,24,395
2590,2020-07-21 04:03:11,1285425062154207233,False,The truth is #KanyeWest Aint Been Same Since His Mom Died He Needs A Sit Down 🪑 And A Way To Treat His Mental Issue… https://t.co/W8xcQk6aoy,AbmJrock,Haiti,Twitter for iPhone,2,605,1455,1
2591,2020-07-21 04:03:08,1285425051395907584,False,RT @treymarley22: Kris and Kim draging #KanyeWest to the doctors 😭 https://t.co/LkEEzcAkGf,Rayansiddiqi,,Twitter for iPhone,0,42,88,3
2592,2020-07-21 04:03:08,1285425051169255424,False,RT @BLM_004: Me trying to find out what is happening to Kanye: #KanyeWest https://t.co/yTFgzz9FqX,AnaBotei,"Adelaide, South Australia",Twitter for iPhone,0,8,131,133
2593,2020-07-21 04:03:04,1285425033981030400,False,"but you didn't &amp; he didn't
a child in the abstract is different than a living flesh&amp; blood child you can hold
Seems… https://t.co/vLkuIBNcFP",joanharrisart,Iconic Hollywood. Los Angeles ,Twitter Web App,0,320,177,0
2594,2020-07-21 04:03:04,1285425031846211584,False,"RT @TallB14: She killed it😂🤣😂
#KimKardashian #KanyeWest https://t.co/wqHJON4Gui",driplikelanna,🏚 . ,Twitter for iPhone,0,611,80,162
2595,2020-07-21 04:02:57,1285425004360998913,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,Drebuckz_,Nyc,Twitter for iPhone,0,602,160,395
2596,2020-07-21 04:02:57,1285425002226089985,False,#KanyeWest needs to shut up about African American history. The comments he made about Harriet Tubman are unaccepta… https://t.co/fVUzVGehSI,BlondeFein,Chicago Illinois,Twitter for iPhone,1,260,240,0
2597,2020-07-21 04:02:54,1285424989085327360,False,"RT @Babieluv18: Honestly Kanye remind me of this White Chicks scene LMFAOOO he had a bf ( bitchfit ) 
#KimKardashian #KanyeWest https://t.c…",ShellKween,,Twitter for iPhone,0,30,132,4
2598,2020-07-21 04:02:53,1285424987264835584,False,"RT @SweetExoticAng1: **Buck Broken In The Sunken Place**

    WATCH ♦️ LIKE ♦️ SUBSCRIBE 

                  @tariqnasheed…",DefiantLinchpin,"Las Vegas, NV",Twitter Web App,0,318,1114,39
2599,2020-07-21 04:02:50,1285424973373472769,False,RT @jstar8989: How Kanye sees Kim right now #KanyeWest #kanye #helphim https://t.co/26bv1aP7RC,Real_JMartinez,United States,Twitter for iPhone,0,310,1901,1
2600,2020-07-21 04:02:42,1285424939919724544,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,TheChimmigrant,,Twitter for iPhone,0,650,673,395
2601,2020-07-21 04:02:39,1285424926636347392,False,RT @Justin12393LEE: @kanyewest The Kardashian’s avoiding the press when they mention #KanyeWest 💀 https://t.co/jujBJU4rBN,afrocongoo,"Virginia, USA",Twitter for iPhone,0,1746,878,562
2602,2020-07-21 04:02:38,1285424925235392512,False,We should not #Cancel #KanyeWest but an #advocate for his #MentalHealth instead.  #HelpKanye,Lady_baby_Face7,"Cicero, IL",Twitter for iPhone,0,24,122,0
2603,2020-07-21 04:02:37,1285424920021864456,False,"#BreakingNews After yesterday's public speaking event, Kanye says he will now focus on the music. (Read the full st… https://t.co/HVZ0QcuyvU",jaminallgood,Www.,Twitter Web App,2,136,273,0
2604,2020-07-21 04:02:27,1285424877982425088,False,RT @cassiusroch: The easiest thing to call somebody is crazy....it's dismissive........MAYBE......The environment is a lil sick.....#KanyeW…,galanti_anthony,"Philadelphia, PA",Twitter for Android,0,47,169,395
2605,2020-07-21 04:02:25,1285424867630702593,False,#Kanye more like #clownye 🙄#KanyeWest,urbesgoo,"Los Angeles, CA",Twitter for iPhone,0,49,108,0
2606,2020-07-21 04:02:17,1285424835246645248,False,@Cernovich You haven’t mentioned #KanyeWest in the last few hours... what happened mike??? You endorsed him for President..,MGW223322,,Twitter for iPad,1,753,847,0
2607,2020-07-21 04:02:12,1285424816082710530,False,RT @Justin12393LEE: @kanyewest Kanye West getting mad at his first campaign event LOL #KanyeWest #kanye2020 https://t.co/6uFcthImAn,_valeriaHB,,Twitter for Android,0,47,80,258
